,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date
2393,Raquel Pennington,Bethe Correia,Women's Bantamweight,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,27,32,6,5,9,1,67.00,65.00,67.50,64.00,37.00,36.50,UFC on Fox: Teixeira vs. Evans,"April 16, 2016"
2394,Santiago Ponzinibbio,Court McGee,Welterweight,TKO (punches),1,4:15,29,31,21,3,17,4,72.00,71.00,73.00,75.50,40.50,41.50,UFC on Fox: Teixeira vs. Evans,"April 16, 2016"
2395,Michael Graves,Randy Brown,Welterweight,Submission (rear-naked choke),2,2:31,25,25,5,0,7,0,72.00,75.00,71.00,78.00,39.00,45.50,UFC on Fox: Teixeira vs. Evans,"April 16, 2016"
2396,John Dodson,Manvel Gamburyan,Bantamweight,TKO (punches),1,0:47,31,-6,17,7,15,8,63.00,0,66.00,0,35.00,0,UFC on Fox: Teixeira vs. Evans,"April 16, 2016"
2397,Cezar Ferreira,Oluwale Bamgbose,Middleweight,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00,31,28,8,5,6,1,73.00,71.00,78.50,78.00,43.00,42.00,UFC on Fox: Teixeira vs. Evans,"April 16, 2016"
2398,Elizeu Zaleski dos Santos,Omari Akhmedov,Welterweight,TKO (knees),3,3:03,29,28,14,5,15,3,71.00,72.00,73.00,73.00,41.00,40.50,UFC on Fox: Teixeira vs. Evans,"April 16, 2016"
2399,Junior dos Santos,Ben Rothwell,Heavyweight,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00,32,34,17,4,36,9,76.00,76.00,77.00,78.50,41.00,43.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2400,Derrick Lewis,Gabriel Gonzaga,Heavyweight,KO (punches),1,4:48,31,36,14,4,17,10,75.00,74.00,79.00,76.00,43.50,42.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2401,Francis Ngannou,Curtis Blaydes,Heavyweight,TKO (doctor stoppage),2,5:00,29,25,6,1,5,0,76.00,76.00,83.00,80.00,44.50,46.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2402,Timothy Johnson,Marcin Tybura,Heavyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,31,30,9,2,13,1,75.00,75.00,77.50,78.00,42.00,46.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2403,Jan Błachowicz,Igor Pokrajac,Light Heavyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-6,37,18,5,28,12,0,73.00,0,74.00,0,0,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2404,Zak Cummings,Nicolas Dalby,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,31,31,18,4,14,0,72.00,70.00,75.00,74.50,40.00,43.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2405,Alejandro Pérez,Ian Entwistle,Bantamweight,Verbal Submission (strikes),1,4:04,26,29,16,6,9,2,66.00,66.00,67.00,64.00,36.50,35.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2406,Mairbek Taisumov,Damir Hadžović,Lightweight,TKO (punch),1,3:44,27,29,24,5,10,2,69.00,69.00,73.00,70.00,40.50,40.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2407,Lucas Martins,Robert Whiteford,Featherweight,"Decision (split) (29–28, 28–29, 30–27)",3,5:00,27,-6,15,3,12,3,72.00,0,72.00,0,0,0,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2408,Jared Cannonier,Cyril Asker,Heavyweight,KO (punches and elbows),1,2:44,32,30,7,1,7,1,71.00,72.00,77.50,74.00,41.50,42.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2409,Bojan Veličković,Alessio Di Chirico,Middleweight,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,27,26,13,3,9,0,72.00,72.00,76.00,74.00,41.00,45.00,UFC Fight Night: Rothwell vs. dos Santos,"April 10, 2016"
2410,Neil Magny,Héctor Lombard,Welterweight,TKO (punches),3,0:46,28,38,17,4,34,4,75.00,69.00,80.00,71.00,45.00,38.50,UFC Fight Night: Hunt vs. Mir,"March 20, 2016"
2411,Jake Matthews,Johnny Case,Lightweight,Submission (rear-naked choke),3,4:45,21,26,10,1,22,4,71.50,70.00,73.00,72.50,43.00,42.50,UFC Fight Night: Hunt vs. Mir,"March 20, 2016"
2412,Dan Kelly,Antônio Carlos Júnior,Middleweight,TKO (punches),3,1:36,-6,26,10,1,5,1,0,74.00,0,79.00,0,42.00,UFC Fight Night: Hunt vs. Mir,"March 20, 2016"
2413,Steve Bossé,James Te Huna,Light Heavyweight,KO (punch),1,0:52,34,34,10,2,16,8,71.50,74.00,72.00,75.00,40.00,44.00,UFC Fight Night: Hunt vs. Mir,"March 20, 2016"
2414,Bec Rawlings,Seo Hee Ham,Women's Strawweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,27,-6,6,4,17,6,66.00,0,64.00,0,38.00,0,UFC Fight Night: Hunt vs. Mir,"March 20, 2016"
2415,Alan Jouban,Brendan O'Reilly,Welterweight,TKO (elbows and punches),1,2:15,34,-6,12,4,6,1,72.00,0,73.50,0,41.00,0,UFC Fight Night: Hunt vs. Mir,"March 20, 2016"
2416,Dan Hooker,Mark Eddiva,Featherweight,Submission (guillotine choke),1,1:24,26,30,12,6,6,2,72.00,68.00,75.00,68.00,42.50,39.00,UFC Fight Night: Hunt vs. Mir,"March 20, 2016"
2417,Viscardi Andrade,Richard Walsh,Welterweight,No Contest (overturned),3,5:00,32,-6,17,6,9,2,72.00,0,75.00,0,40.00,0,UFC Fight Night: Hunt vs. Mir,"March 20, 2016"
